InterestRate,Installment,LogAnnualInc,DebtIncRatio,CreditLineAge,RevBalance,RevUtilization,FICOScore,Purpose,Delinquencies2Yrs,Inquiries6Mnths,Age,Race,Gender,CreditPolicy,PublicRecord,Default,BIN_CreditLineAge,BIN_DebtIncRatio,BIN_FICOScore,BIN_Inquiries6Mnths,BIN_LogAnnualInc,BIN_RevBalance,BIN_RevUtilization
0.1925827084,825.07104572,12.043709388,18.355725305,380.46564961,26416.998579,61.578209883,653.92996146,home_improvement,0,15,1,Hispanic,Male,0,0,1,1,5,1,5,5,5,4
0.2212833221,206.15701647,10.265228019,13.650922313,5377.1408981,13607.004893,100,697.51108856,credit_card,4,0,65,White,Male,0,1,1,4,3,2,2,1,4,5
0.1111219727,225.79034004,11.081665769,12.987451267,7552.8879388,11815.530607,3.910246621,669.30633537,small_business,0,4,25,Black,Female,0,0,1,5,3,1,5,4,4,1
0.1725747162,119.96711836,9.5211948041,22.410404947,4958.1261313,7660.4536321,67.862860089,629.14287647,credit_card,2,15,23,Hispanic,Male,0,1,1,4,5,1,5,1,3,4
0.1619913712,622.45906118,12.779468999,6.53810484,1316.1133686,30108.101434,81.65479064,662.66636541,debt_consolidation,2,13,74,Hispanic,Male,1,1,1,1,1,1,5,5,5,5
0.0756539845,64.727251977,9.709423519,18.341275561,6911.0173976,11601.201002,22.336221526,668.19833676,credit_card,4,2,33,White,Female,0,0,1,5,5,1,4,1,4,2
0.1274739132,243.86167158,10.916880939,34.304481313,0,11233.495351,46.90598354,683.9753171,debt_consolidation,4,13,81,White,Female,0,0,1,1,5,2,5,3,3,3
0.1183976991,140.50157706,10.991144586,17.713168377,2328.049725,3527.9164185,59.835457904,664.35547531,all_other,0,9,98,Asian,Female,1,0,1,1,4,1,5,3,2,4
0.0744937813,397.75180152,10.578561815,24.722353746,2744.6425821,85743.943996,11.290669128,704.00392701,credit_card,0,6,46,White,Female,1,0,1,2,5,3,5,2,5,1
0.1804215051,151.121801,10.547002341,22.039629607,0,9840.1710958,0,742.86742689,educational,1,5,64,Black,Female,0,0,1,1,5,5,5,2,3,1
0.1255696411,50,9.9857461713,16.96982836,2940.7428662,159670.43223,41.695281864,652.34661641,small_business,3,14,73,White,Female,0,2,1,2,4,1,5,1,5,3
0.1465882525,269.16228363,11.151473013,3.7362154825,3718.010444,0,100,673.61641065,educational,4,14,4,Asian,Male,1,1,1,3,1,1,5,4,1,5
0.1523009324,768.45310828,9.7723068402,29.77370028,6641.981639,28393.955525,76.673017096,708.26103152,debt_consolidation,1,4,74,Indigenous,Female,0,1,1,5,5,3,5,1,5,5
0.0495145424,110.1934467,10.628901712,5.1681134671,8214.3986135,7186.4693994,36.526798895,682.89559042,debt_consolidation,1,0,34,Hispanic,Male,1,1,1,5,1,2,2,2,3,2
0.1753758829,160.88213916,10.625220912,19.160902733,393.57392058,12842.020332,93.450871398,651.20921423,small_business,3,5,90,White,Female,0,2,1,1,5,1,5,2,4,5
0.0737526242,112.64031415,11.882177384,19.884749176,4042.7607456,22271.843933,47.8464705,747.84734891,debt_consolidation,2,0,94,Black,Female,0,1,1,3,5,5,2,5,5,3
0.1818430853,139.48432748,11.847512384,25.207116904,18842.22501,0,92.18573202,660.69887695,debt_consolidation,1,11,13,Indigenous,Male,1,2,1,5,5,1,5,5,1,5
0.1084249182,264.30791993,10.461611197,23.84217619,1600.8726334,21124.144327,100,683.75724346,all_other,0,12,67,Asian,Male,0,1,1,1,5,2,5,1,4,5
0.1668571149,453.82944988,11.358398713,29.544010585,4582.7611312,28495.227642,100,768.69390032,credit_card,0,11,65,Indigenous,Female,0,0,1,3,5,5,5,5,5,5
0.1855562103,298.40954779,10.098084457,22.947007163,2427.3672432,68809.594547,11.189078678,723.99608293,debt_consolidation,0,11,19,Black,Female,0,2,1,1,5,4,5,1,5,1
0.0885581878,42.600660867,9.8761908494,12.885369921,1348.770696,17678.983052,100,698.41956179,all_other,2,5,66,White,Female,1,0,1,1,3,2,5,1,4,5
0.0819820958,50,11.699077788,21.956233058,0,0,1.2534978704,651.27936067,educational,1,13,93,Hispanic,Male,1,1,1,1,5,1,5,5,1,1
0.1783141833,522.42072601,11.399081045,22.374821102,1269.1126435,7320.018671,5.8038901417,710.36741316,educational,0,13,11,Indigenous,Female,1,1,1,1,5,3,5,5,3,1
0.1193145271,954.88251303,10.151699178,25.235196629,2766.7905903,28616.458065,64.572277421,798.24626613,small_business,3,1,4,White,Female,0,0,1,2,5,5,4,1,5,4
0.0546449636,1048.2586425,10.435239713,29.607960457,2325.3806677,13027.711505,9.5371499434,705.52015781,credit_card,4,8,69,White,Male,0,2,1,1,5,3,5,1,4,1
0.1895886328,617.45644101,9.5338691992,12.114812196,5863.621097,22562.991402,74.756763263,665.35696186,all_other,0,15,25,Asian,Female,0,0,1,4,3,1,5,1,5,5
0.1791945842,59.183055352,10.330327744,13.306567862,2299.0060601,22162.547209,61.703809377,762.93750061,credit_card,0,2,99,White,Male,0,1,1,1,3,5,4,1,5,4
0.1643281339,356.28561609,10.036249907,5.4851946541,4174.9036399,5023.4274153,0,698.48864266,educational,4,3,4,White,Male,0,1,1,3,1,2,5,1,2,1
0.1401368845,861.29852523,12.103035144,24.451408469,3016.7302298,0,92.813629052,759.75418523,educational,0,4,19,Hispanic,Male,0,0,1,2,5,5,5,5,1,5
0.2117491997,291.62331227,10.854308571,0,11943.930581,26176.219948,77.224002465,624.23591759,home_improvement,3,13,31,White,Female,1,0,1,5,1,1,5,3,5,5
0.0980631018,50,10.290832667,21.850503725,7553.5865684,16804.746455,0,702.26421653,debt_consolidation,1,15,22,Indigenous,Male,1,1,1,5,5,3,5,1,4,1
0.2189901286,590.67568893,9.8777593614,18.633290168,1543.7029949,25013.775113,100,711.34404914,small_business,0,6,68,White,Male,0,0,1,1,5,3,5,1,5,5
0.0893991444,50,10.359926223,11.521498122,8542.4555086,1299.4316757,0,809.02934623,credit_card,2,0,60,Black,Male,1,0,1,5,3,5,2,1,1,1
0.1968603202,50,11.242224924,27.107386615,6295.3616696,84361.526296,0,715.83172369,all_other,1,0,84,Asian,Female,1,2,1,5,5,3,2,4,5,1
0.1670344472,431.99275817,11.132281325,21.320839641,7970.1877394,3460.8220967,0,652.23162705,small_business,0,0,69,White,Male,0,0,1,5,5,1,2,4,2,1
0.1585253309,1158.0406746,10.41495185,4.9025547388,3457.2310118,4419.1134754,53.761232489,714.57127924,credit_card,1,2,25,Hispanic,Male,0,0,1,2,1,3,4,1,2,3
0.1249048367,127.71466506,11.726492857,21.993532904,2776.5476665,0,63.883161601,676.86605743,credit_card,1,10,60,White,Female,0,1,1,2,5,1,5,5,1,4
0.0703750098,498.95188172,12.054632619,17.201067351,1504.749866,12682.595521,72.467657234,737.26460179,small_business,0,0,7,Indigenous,Female,0,0,1,1,4,4,2,5,4,5
0.1301520687,39.306594434,11.83288684,18.743318486,6045.3086976,4823.3635141,75.407484664,778.18796531,all_other,2,0,31,Black,Male,0,0,1,4,5,5,2,5,2,5
0.0489713294,105.64086775,10.286297163,11.938223272,580.954041,162004.70198,75.315044385,719.65091735,home_improvement,2,7,87,Black,Female,1,1,1,1,3,4,5,1,5,5
0.1692696311,691.34410824,10.161290401,27.386343442,1447.4323463,44433.822353,99.137485854,659.21337822,educational,0,14,62,Black,Female,0,1,1,1,5,1,5,1,5,5
0.137392381,532.99740086,10.443538866,20.791689036,963.8056983,18313.746376,67.097487835,700.17475025,small_business,0,8,24,Indigenous,Female,0,0,1,1,5,3,5,1,4,4
0.0877537218,186.0581725,11.733442828,19.077716389,2967.82332,23561.055901,33.075432858,689.28672552,all_other,1,8,38,Black,Female,0,2,1,2,5,2,5,5,5,2
0.1395714381,314.98682725,9.3516693472,19.346136297,7613.3818723,32269.762898,40.951179466,665.83311195,all_other,0,9,52,White,Female,0,0,1,5,5,1,5,1,5,3
0.0697472364,50,12.065926851,17.663688516,14857.735071,16600.796828,100,794.02478148,all_other,0,3,63,Hispanic,Female,0,1,1,5,4,5,5,5,4,5
0.1304347595,80.93455363,11.607921571,28.937664816,3251.7791797,0,34.015419073,654.79309081,major_purchase,4,10,46,Black,Female,1,1,1,2,5,1,5,5,1,2
0.1575526529,50,10.578146479,18.964014151,4216.3186648,22862.13149,79.987595861,788.34299534,educational,4,3,92,Indigenous,Female,1,2,1,3,5,5,5,2,5,5
0.2237171185,272.30034515,11.811550621,21.825788663,8242.8820963,42712.498504,32.112963044,713.1601857,credit_card,2,7,96,White,Female,1,2,1,5,5,3,5,5,5,2
0.0698427137,233.8903372,9.7238850052,23.611898439,2461.3473036,0,45.235478899,791.56712592,all_other,4,0,23,Hispanic,Male,1,0,1,1,5,5,2,1,1,3
0.0690492315,91.478983623,9.2260075879,6.8699853195,7251.1670181,2376.066787,72.723554222,682.10191181,all_other,1,0,29,Hispanic,Male,1,1,1,5,1,2,2,1,2,5
0.1844964496,74.2254346,10.698892618,19.756038092,5322.6955464,2986.3212035,100,761.73836148,major_purchase,1,0,57,Hispanic,Male,1,1,1,4,5,5,2,2,2,5
0.1020751671,620.63040106,10.232798557,28.983289369,4294.9612219,26157.793641,58.322797987,678.18844753,credit_card,1,5,50,Hispanic,Male,1,2,1,3,5,1,5,1,5,4
0.1264996952,340.63315348,11.615635205,4.5680219832,9861.2123722,9935.4090023,50.353267609,647.24788476,small_business,0,7,11,Hispanic,Male,1,0,1,5,1,1,5,5,3,3
0.0492857826,108.14362248,10.657210102,22.009548584,8152.8257953,0,57.928071093,689.82664647,all_other,1,0,77,Asian,Male,1,0,1,5,5,2,2,2,1,4
0.1228579903,51.339211713,10.550568983,24.333708582,0,17452.606685,100,638.17749394,small_business,0,9,98,White,Male,0,2,1,1,5,1,5,2,4,5
0.1060869333,865.00607118,10.252029036,1.0526532756,0,9034.1700045,100,701.01302157,debt_consolidation,0,10,35,Asian,Male,0,1,1,1,1,3,5,1,3,5
0.1001613303,31.682216087,10.832558831,0.6106671447,9311.3263153,93532.259814,100,633.43635613,major_purchase,0,13,29,Hispanic,Female,1,2,1,5,1,1,5,3,5,5
0.084751075,166.8064201,11.902127915,13.7586669,6953.9028329,0,100,688.73505848,all_other,2,6,31,Asian,Male,1,2,1,5,3,2,5,5,1,5
0.1891575112,257.8872345,12.110633411,24.150026347,212.66552462,24216.210955,0,684.8975395,small_business,0,2,84,White,Male,1,0,1,1,5,2,4,5,5,1
0.0976990829,126.08994222,10.398449961,25.436310151,1014.218348,17965.917436,0,644.75448581,credit_card,0,10,68,Hispanic,Female,1,0,1,1,5,1,5,1,4,1
0.114816211,98.875380066,10.766307891,3.4013850187,5591.7536145,142162.14279,57.726752647,815.75691241,debt_consolidation,2,14,20,White,Male,1,2,1,4,1,5,5,2,5,4
0.1993321828,248.02086881,10.483620816,20.136221698,4151.9019054,37395.282956,45.591783945,656.50856274,major_purchase,0,6,84,Indigenous,Male,0,1,1,3,5,1,5,1,5,3
0.0807862422,63.837237665,10.741243214,12.856905198,705.56422692,26746.706683,25.241678458,698.61069059,small_business,2,0,82,Asian,Male,0,0,1,1,3,2,2,2,5,2
0.0947719255,246.042507,11.851323255,8.9356416189,8715.3505014,0,64.415309879,642.06072105,debt_consolidation,2,0,58,Asian,Female,0,2,1,5,2,1,2,5,1,4
0.1900776875,293.03567439,10.101692299,25.737669968,10360.902727,10103.145458,33.953667041,685.52934017,small_business,1,1,82,Black,Male,0,2,1,5,5,2,4,1,3,2
0.2333327586,317.70772923,11.560724543,14.703187588,3189.0327883,23784.524849,57.15600124,645.34725607,debt_consolidation,0,2,76,Hispanic,Female,0,1,1,2,4,1,4,5,5,4
0.1688084449,348.58438446,10.232213789,20.974133635,579.48309445,4702.127905,27.871722815,734.6318512,credit_card,0,1,49,White,Female,0,0,1,1,5,4,4,1,2,2
0.1955967719,211.68301516,11.104158165,22.503741512,3789.2624922,0,32.795507243,647.57555861,home_improvement,4,13,10,Indigenous,Male,1,2,1,3,5,1,5,4,1,2
0.1655119789,108.9475648,9.6722111478,23.579960343,6961.9808074,36423.05735,52.962776221,689.30030374,home_improvement,4,0,1,Indigenous,Male,1,1,1,5,5,2,2,1,5,3
0.0740748753,791.68251507,11.78059668,28.322628257,13605.603236,175188.09622,9.0131238811,725.45792993,major_purchase,4,14,53,Hispanic,Female,0,1,1,5,5,4,5,5,5,1
0.2066074159,646.34390344,10.939473787,19.274440963,4541.9870971,2095.9665982,86.236757901,750.62144039,educational,3,15,25,Hispanic,Male,1,1,1,3,5,5,5,3,1,5
0.1639657352,520.59355166,11.581271621,10.004475753,6526.2158653,0,33.825790309,746.41128387,educational,3,0,40,White,Female,1,0,1,5,2,5,2,5,1,2
0.1461003683,161.18474075,10.803864957,23.7089185,5443.4112881,0,100,749.73226257,all_other,4,14,70,Asian,Female,1,1,1,4,5,5,5,3,1,5
0.1118907994,197.63290353,10.462159157,10.557775082,3305.5723243,20154.849294,100,618.21225674,small_business,2,4,72,Asian,Male,1,0,1,2,2,1,5,1,4,5
0.2177612918,295.73151655,11.148222568,23.148385251,0,17174.422971,100,650.80512917,credit_card,0,13,10,Black,Female,1,0,1,1,5,1,5,4,4,5
0.1974256919,42.46098725,11.226415819,16.92204343,10124.704586,4792.2688622,47.957679674,709.7212945,major_purchase,3,2,81,Asian,Female,0,2,1,5,4,3,4,4,2,3
0.1362324078,382.70081678,12.093916756,16.019265494,1062.2887665,9805.9485506,0,722.02619017,credit_card,2,15,90,White,Female,0,1,1,1,4,4,5,5,3,1
0.0649528413,167.09478815,12.213843435,20.577378226,3405.8181888,0,90.456377068,669.55879474,small_business,4,0,50,White,Male,1,1,1,2,5,1,2,5,1,5
0.2009156461,647.05961251,11.102946986,19.909239618,10787.444102,108669.32101,47.389383647,708.68863777,educational,0,12,11,Black,Female,0,1,1,5,5,3,5,4,5,3
0.1446780305,325.69843185,10.774038373,22.428802063,0,15475.589139,96.138290422,672.05627058,debt_consolidation,0,9,13,White,Female,0,1,1,1,5,1,5,2,4,5
0.1305545891,188.57359309,11.830896333,18.058595587,7253.8809978,92041.008221,64.93306003,694.59969721,small_business,3,8,45,Indigenous,Male,0,1,1,5,5,2,5,5,5,4
0.0995680997,22.834405011,10.615127561,18.987581622,575.62048454,0,60.431176147,737.59215639,major_purchase,4,6,86,Asian,Male,0,2,1,1,5,4,5,2,1,4
0.1172370296,470.32853051,11.390027,20.036834563,0,41560.130541,4.4750089167,661.66801682,home_improvement,0,8,2,White,Male,0,0,1,1,5,1,5,5,5,1
0.1296564467,487.67505811,11.949466294,16.301025936,607.01342131,401.26088793,100,840.10206511,small_business,0,0,50,Indigenous,Male,1,1,1,1,4,5,2,5,1,5
0.1024236698,414.82369019,10.955691452,18.460111801,0,1279.826202,22.116482433,667.46973455,all_other,4,1,32,Indigenous,Male,0,0,1,1,5,1,4,3,1,2
0.2013601354,182.34074173,11.859002038,0,7169.3059637,8261.585004,77.185528298,708.53717865,home_improvement,1,0,85,Black,Female,1,1,1,5,1,3,2,5,3,5
0.0871810043,513.46293487,10.142632408,16.702974819,2131.3156098,879.06902316,100,666.34449301,credit_card,0,1,13,White,Male,1,0,1,1,4,1,4,1,1,5
0.084307044,297.1987226,10.526237001,22.470110719,643.26185912,16257.580139,100,648.005141,small_business,0,0,29,Black,Male,1,1,1,1,5,1,2,2,4,5
0.1239311991,190.55103369,11.579768096,12.05938408,5753.007438,5659.1857465,59.863894518,670.40371524,credit_card,1,11,87,Black,Male,0,0,1,4,3,1,5,5,2,4
0.166187787,587.25176312,10.943582873,16.571274977,3639.8579344,10263.657901,0.3473680502,672.76265651,small_business,1,0,88,Indigenous,Male,1,1,1,2,4,1,2,3,3,1
0.0652290947,803.91493649,10.76543601,19.0068008,9807.6148006,0,14.030530546,708.47517457,credit_card,0,10,84,Hispanic,Male,1,2,1,5,5,3,5,2,1,1
0.1353059926,39.123587457,10.312571122,21.794845033,2371.4444015,20666.35433,30.635867879,655.44101147,debt_consolidation,0,9,94,Asian,Female,0,0,1,1,5,1,5,1,4,2
0.1173461197,160.64688495,11.194423695,24.771081626,3957.8255638,17612.936665,88.212519754,668.6829075,credit_card,0,10,18,Indigenous,Male,0,2,1,3,5,1,5,4,4,5
0.1921389129,113.30775657,11.06830204,19.44283231,4884.5344428,23851.191255,78.587930268,682.33469268,debt_consolidation,1,3,11,Asian,Male,1,2,1,4,5,2,5,4,5,5
0.1637173725,351.03985046,12.281242707,30.452795143,5587.176961,32319.359719,47.496945827,672.57782673,all_other,3,1,49,Black,Male,0,0,1,4,5,1,4,5,5,3
0.1140015235,34.095342401,10.946381979,22.465295993,2970.70362,1331.8590233,100,653.70026414,major_purchase,2,10,46,Black,Male,1,1,1,2,5,1,5,3,1,5
0.0528908583,673.25776536,10.30716392,33.14328105,7117.7072364,42866.057107,13.607877351,737.55915052,credit_card,2,5,92,Asian,Female,1,0,1,5,5,4,5,1,5,1
0.1316114497,158.18989666,11.041098042,22.415920186,6267.9904415,8019.1246332,100,821.96195379,all_other,4,3,99,Indigenous,Female,0,0,1,5,5,5,5,3,3,5
0.2083901918,803.06627408,10.275204966,13.021245459,6297.0107074,44507.972108,21.028040349,657.97990689,all_other,0,1,35,White,Male,1,0,1,5,3,1,4,1,5,1
0.0439893853,41.862565589,11.070461961,21.067327919,2828.9537988,5246.5424646,29.522248035,681.29359863,major_purchase,0,2,66,White,Male,1,2,1,2,5,1,4,4,2,2
0.0575892095,507.36954625,9.8785111085,22.318891213,8426.3557333,23296.649541,95.131608069,812.15690785,all_other,0,0,99,White,Male,1,1,1,5,5,5,2,1,5,5
0.0495287122,427.84551765,9.9194922847,20.517538534,0,0,79.862843943,673.26151441,small_business,0,5,8,Black,Male,1,0,1,1,5,1,5,1,1,5
0.1507669329,523.91978058,10.231479579,29.555464558,2441.7216369,63508.486027,91.999640292,629.39676334,home_improvement,0,12,7,Black,Female,1,1,1,1,5,1,5,1,5,5
0.1653753385,50,10.670580156,22.007561869,3071.9037304,7708.6332798,37.338973436,674.34380801,small_business,3,14,10,Hispanic,Female,1,1,1,2,5,1,5,2,3,2
0.0741906715,33.433247647,9.0368593602,13.967337703,5057.0600174,14650.534163,62.129843514,669.56391007,credit_card,0,5,19,Asian,Male,1,0,1,4,3,1,5,1,4,4
0.1445056682,297.41197506,11.511175239,16.638545054,7058.6821005,15448.44353,92.132519055,658.7510696,all_other,1,7,32,Hispanic,Female,1,1,1,5,4,1,5,5,4,5
0.0934184029,476.50678154,11.369900611,3.2529258585,1976.5821206,14087.536137,48.599304706,664.83240597,educational,3,14,82,Hispanic,Female,0,0,1,1,1,1,5,5,4,3
0.2068428659,185.53803727,11.310455305,23.559362765,1389.6979877,58562.118108,100,682.46573807,small_business,3,0,5,Asian,Male,1,0,1,1,5,2,2,4,5,5
0.0738577836,343.7455334,11.149912359,0,2324.6566889,23710.641761,84.389999827,693.72061542,educational,2,6,6,White,Male,0,0,1,1,1,2,5,4,5,5
0.1644278826,499.58467349,10.886175068,22.045145035,3218.1629913,16730.912066,6.6891111218,805.5887118,home_improvement,0,2,60,Hispanic,Male,1,1,1,2,5,5,4,3,4,1
0.1863934495,105.86798906,10.411829482,12.542166403,3438.4631259,2378.7485864,87.716646249,689.16591847,all_other,3,7,66,Asian,Male,0,1,1,2,3,2,5,1,2,5
0.0992275317,121.89799473,10.403067594,8.0322802723,3396.6455683,8597.5554464,75.966388701,681.32203592,all_other,2,6,2,Black,Male,1,0,1,2,2,1,5,1,3,5
0.1742658914,299.66400777,11.848027808,26.203631308,158.41102183,116280.37208,100,700.18616583,major_purchase,0,5,87,White,Male,0,2,1,1,5,3,5,5,5,5
0.0381132428,312.37117733,11.175166596,19.168042851,4761.6041897,0,43.573017472,768.39549336,debt_consolidation,0,11,17,Asian,Female,1,0,1,4,5,5,5,4,1,3
0.1939297604,204.71280705,9.6926293467,6.2745996305,5695.4680451,11937.912902,40.070680374,636.48657798,debt_consolidation,1,5,37,White,Male,1,2,1,4,1,1,5,1,4,3
0.2048207315,1101.9509975,10.636270426,13.43509554,2064.6980128,27685.592457,97.429980929,670.96734383,credit_card,0,5,68,Asian,Male,1,2,1,1,3,1,5,2,5,5
0.1382494859,281.76439883,10.659945956,16.809635652,3565.1532091,13638.680822,15.860076516,685.36465715,small_business,0,1,92,Black,Male,1,2,1,2,4,2,4,2,4,1
0.1766316462,302.70479715,10.099276518,15.475098296,4569.6101551,32600.446122,27.193721999,696.37859379,home_improvement,3,3,10,Asian,Male,0,0,1,3,4,2,5,1,5,2
0.1277250636,319.69949909,9.3359239606,14.558098371,6241.2343237,27964.290317,80.768577377,627.61256165,all_other,0,0,8,Black,Male,0,0,1,4,4,1,2,1,5,5
0.050713722,117.67813741,10.840170944,21.561407652,873.76428204,0,81.911028075,695.79846571,debt_consolidation,0,10,97,Asian,Female,1,0,1,1,5,2,5,3,1,5
0.1517424961,762.24331964,9.7040250741,1.5280888957,11918.497025,13216.942055,0,715.68187316,all_other,0,7,82,Hispanic,Male,1,0,1,5,1,3,5,1,4,1
0.1038031449,50,10.842383745,17.957801289,0,24794.329796,100,684.68386562,all_other,4,9,7,Indigenous,Female,0,2,1,1,4,2,5,3,5,5
0.0711594337,209.38163919,9.1038079356,13.26868942,5887.4944173,0,97.946284677,782.36460343,all_other,1,2,90,White,Female,0,0,1,4,3,5,4,1,1,5
0.2004484508,616.12688951,10.615095695,19.899226962,2116.1495588,2557.2164857,96.170154277,642.20549357,educational,0,0,25,Hispanic,Male,0,1,1,1,5,1,2,2,2,5
0.0995801084,23.601701756,11.163741409,5.9380267197,397.49176573,18066.493778,34.794998312,684.1287976,educational,3,11,28,White,Male,1,0,1,1,1,2,5,4,4,2
0.1802475592,109.4219772,9.4501124023,4.9311733363,2258.987809,55250.189908,74.555282701,674.11418553,home_improvement,3,8,8,Indigenous,Female,1,0,1,1,1,1,5,1,5,5
0.1936585613,889.77458236,10.994180873,27.694130147,139.96565143,145656.74566,100,682.23449277,debt_consolidation,0,3,24,White,Male,0,0,1,1,5,2,5,3,5,5
0.0892511638,143.94590472,10.315181598,19.621078206,0,39747.671039,40.900093859,658.7602107,major_purchase,4,1,49,White,Female,1,2,1,1,5,1,4,1,5,3
0.0818865357,1190.5706727,12.181244524,12.470632362,7525.2945985,36215.390745,100,804.9535487,debt_consolidation,1,0,31,Hispanic,Male,1,1,1,5,3,5,2,5,5,5
0.1538033157,204.74949086,10.89975759,7.7741178493,4709.7999148,1725.3009531,35.295120249,659.78396309,major_purchase,1,5,56,Indigenous,Male,1,0,1,4,2,1,5,3,1,2
0.1198261764,101.00250411,10.957464043,0,8145.8854226,4222.9773152,39.377496272,730.05813925,educational,3,7,1,White,Male,1,0,1,5,1,4,5,3,2,2
0.1104261974,230.31736035,11.323146319,23.148238089,70.201688494,23133.740836,66.401558041,794.09906677,educational,2,1,93,Asian,Female,0,1,1,1,5,5,4,4,5,4
0.1589574058,130.65155395,10.290418186,25.6391697,8266.3024903,19052.068673,6.2709707826,710.95845463,home_improvement,4,14,73,White,Female,1,0,1,5,5,3,5,1,4,1
0.070751782,246.780474,11.422907155,19.353615663,1912.9421749,94682.297402,94.57147377,692.26208155,major_purchase,2,7,73,Black,Female,1,1,1,1,5,2,5,5,5,5
0.0893129035,544.78514697,11.697583777,22.855562854,0,50276.184723,0,633.68912483,home_improvement,2,15,90,White,Male,0,2,1,1,5,1,5,5,5,1
0.1319385045,50,11.507943558,15.630170463,5009.1618784,1846.5749961,74.523322644,648.05627164,credit_card,1,3,50,Hispanic,Female,0,0,1,4,4,1,5,5,1,5
0.128349548,934.7942898,10.741255126,16.711177355,4793.2575801,23516.304093,65.336212942,817.25962823,debt_consolidation,1,10,2,Indigenous,Male,1,1,1,4,4,5,5,2,5,4
0.1751762552,370.36840032,12.185744069,20.276229535,3880.8573819,0,63.879087903,652.57997791,small_business,1,14,45,Asian,Male,0,1,1,3,5,1,5,5,1,4
0.1590297442,1287.0194505,10.374162225,9.1630185218,3959.2176041,17312.513887,90.492619051,717.54443757,major_purchase,2,7,7,Hispanic,Male,0,1,1,3,2,4,5,1,4,5
0.1094057982,334.07095594,10.762190896,0,5846.8845102,16005.155629,100,695.33845431,debt_consolidation,1,0,76,Black,Male,1,2,1,4,1,2,2,2,4,5
0.1758075678,50,11.067744504,17.413482056,2693.1402871,12748.915274,98.892854535,644.30592142,credit_card,0,12,91,Indigenous,Female,1,1,1,2,4,1,5,4,4,5
0.0849837019,154.76810829,10.632231057,20.258503447,1313.1758749,6328.9766321,40.908029309,702.92003427,debt_consolidation,3,15,5,Indigenous,Male,0,1,1,1,5,3,5,2,3,3
0.0810262882,146.35317406,10.269919758,18.854222912,14118.800582,25446.284376,40.790963126,757.94243235,credit_card,0,3,66,Hispanic,Male,1,2,1,5,5,5,5,1,5,3
0.194999235,345.0421768,11.17511046,25.318432132,9821.5745066,581.50697452,66.906699577,699.3444587,debt_consolidation,0,8,48,Hispanic,Male,0,2,1,5,5,3,5,4,1,4
0.0795495916,156.51051588,10.347376492,29.651478418,6730.4809023,19107.993754,26.809460604,640.52343979,credit_card,0,0,31,Asian,Male,1,0,1,5,5,1,2,1,4,2
0.0813716877,333.60968035,11.000356284,25.398578374,2291.1867078,0,0,628.67790999,educational,2,10,23,Black,Female,1,0,1,1,5,1,5,3,1,1
0.2174853694,1004.1400525,10.015034466,16.57397916,5107.9326341,65636.407635,36.371234034,658.62569151,home_improvement,0,6,78,White,Female,0,1,1,4,4,1,5,1,5,2
0.0769332558,311.01092785,10.470909012,16.948763134,2733.380057,28093.284083,0.5450984385,713.00325738,home_improvement,1,12,96,Asian,Male,1,0,1,2,4,3,5,1,5,1
0.0836882174,211.56081451,10.166255169,20.731595917,1957.3608148,75521.722281,34.569494683,796.00935928,credit_card,2,7,96,Hispanic,Female,0,2,1,1,5,5,5,1,5,2
0.1127947609,42.083454991,10.40112835,6.5041738949,1220.5380007,7858.2482306,0,649.84423631,credit_card,3,4,37,White,Male,0,2,1,1,1,1,5,1,3,1
0.0694921994,50,10.032784584,25.590571783,6093.0835839,39228.137705,97.530271746,730.00147092,credit_card,0,8,88,Asian,Male,1,1,1,4,5,4,5,1,5,5
0.1041505019,286.01115752,9.9044403331,26.659949279,4898.6606006,10011.26172,66.392923337,696.93728137,home_improvement,1,9,37,Asian,Female,0,2,1,4,5,2,5,1,3,4
0.0953748763,180.43142128,11.157822977,16.698647896,10702.847005,3374.3400256,84.157072526,655.56765589,home_improvement,2,0,49,Hispanic,Male,0,2,1,5,4,1,2,4,2,5
0.1694081589,229.61721001,11.378980088,16.796320775,5511.4090235,75608.093409,37.575232897,696.13939353,home_improvement,4,0,16,Hispanic,Male,0,0,1,4,4,2,2,5,5,2
0.1141763685,50,11.500794066,24.672421229,428.55002656,0,76.888517336,682.61644682,small_business,2,12,48,Indigenous,Male,1,0,1,1,5,2,5,5,1,5
0.1773426081,577.83880356,10.970654858,17.869801665,1824.8437185,15058.150345,37.731444659,728.51206721,debt_consolidation,4,0,26,Black,Male,1,0,1,1,4,4,2,3,4,2
0.0720267057,50,11.977659342,20.496934258,5132.8390099,24002.443602,8.1206451123,728.71610254,all_other,0,0,96,Hispanic,Female,1,0,1,4,5,4,2,5,5,1
0.1372269957,217.135152,9.9576222325,12.965520154,4987.7002058,29420.714536,100,675.58967295,all_other,0,1,11,Indigenous,Female,0,0,1,4,3,1,4,1,5,5
0.0408325737,682.68644213,11.42625829,16.260985176,2871.5917052,1918.6192569,90.805465851,800.55208907,debt_consolidation,4,13,83,White,Female,0,0,1,2,4,5,5,5,1,5
0.1884502508,98.025099241,10.043514101,18.539740375,1717.0512811,4154.6936329,0,762.54809214,home_improvement,4,2,47,White,Male,1,0,1,1,5,5,4,1,2,1
